movie,sentence,score
영웅,연기는 좋은데 개연성 부족하고 연출이 허접한 느낌이라 별점이 높은게 신기하네요,4
리멤버,"반전이 슬펐던 영화 , 110분 좋았다가 마지막 10분동안 안타까워 지는 영화. 나름 볼만 했음 추천함!!",10
영웅,진짜 많이 울었습니다 이분들이 있어우리가 있네요ㅠ,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",영화를 본 내 기억을 지워줬으면,2
아바타: 물의 길,물속에서 교감하는 거 힐링 ,10
영웅,눈물 광광 흘리면서 봤어요ㅠ 재미있고 감동있고 슬프고 다 하는 영화!,10
블랙 아담,빼어난 히어로물까진 아니어도 이렇게 1편만으로 끝내긴 아쉬운데 쩝;;,6
뷰티 인사이드,설정 자체의 무리수에 억지 감동 억지 교훈 굳이 굳이 여주인공 입에서 내가 사랑하는건 너안에 있는 사람이라는 촌스런 대사까지 진짜 시간이 참 아까운 영화였습니다.,1
아바타: 물의 길,"1. 실로 경이로운 영상, 관람이 아니라 나비족과 함께 판도라를 체험한다.2. 다양해진 캐릭터와 배경, 그에 따라 추가된 각자의 서사. 펼처놓은 이야기는 많으나 그 깊이가 전작보다 얕다. 아마도 3,4,5편을 통해 더욱 심화되고 확장될 듯.3. 다문화 가정을 표방한 가족의 형태, 자아정체성, 자연과 문명의 대립과 공존 등 여러 주제를 담고있다. 물론 전편과 동일하게 인간=악, 나비족=선의 구도로 권선징악의 큰 틀 안에서 풀어낸다.4. 아바타 세계관을 창조하고 스크린으로 구현해낸 제임스 카메론 감독에게 아낌없는 박수를...",10
아바타: 물의 길,타이타닉 감독이라 그런지 배가 침물할 때 타이타닉 생각나기는 했어요 또 가족이 소중히 여길 때 알리타 생각나기도 했구요,10
영웅,제발 부디... 감독판 니오면 좋겠네요...윤제균 감독 스타일의 유머와 김고은씨만 빼면... 설희역에 박진주 배우였다면 더 좋지 않았을까 생각 드네요. 부디 감독판에서는 유머빼고 처음부터 끝까지 보다가 탈진하더라도 좋으니 대한민국 역사에 남을만한 감독판 영웅 부탁드립니다 제발 ㅎㅎ,9
영웅,너무 감동적인 영화였습니다!,10
영웅,꼭 모두 봤으면 좋겠어요 ㅜㅜ 먹먹했습니다..,10
아바타: 물의 길,그냥저냥 볼만합니다,9
영웅,인과관계의 구성이 너무 단순해서 아쉽다,8
아바타: 물의 길,다신 안봄 카메론 감떨어진듯,2
영웅,간혹 나오는 웃음소재가 어색할때도 있었음.,8
영웅,처음으로 댓글 씁니다.최고의 영화이자 최고의 연출과 출연진입니다.정말 아직 까지도 여운이 가시지가 않네요.마지막 나문희 선생님의 연기가잊혀지지 않을 것 같아요.,10
아바타: 물의 길,13년 전 추억을 되찾으러 왔고 그 13년의 추억을 제대로 보답함 너무 좋았음 그래픽? 연출? 이건 말은 안해도 알거라고 봅니다,10
영웅,죽을 때 부르고 울면서 부르고 귀가 피곤함정성화와 이토가 부르는 영화,2
올빼미,그냥 그냥 봐야함 진짜 그냥 보셈 그냥 봐 너무감동적임 내가이걸봤다는게 너무 감동적이고 약간 인생의업적?임,10
와이키키 브라더스,한국에서 밴드하기가 이렇게 힘듭니다 ㅋㅋ,10
데시벨,이정도면 잘만든것같고전반적인 흐름도 좋았네요좀더 반전이있었다면 더좋았을거같고배우들 연기다좋았고해군가고싶네ㅋ,10
영웅,리틀보이 펫맨 대한독립만세 미국만세 ,6
산타킬러스,액션 연기하는 멜깁슨을 다시 보는 것만으로도 4050에게는 큰 감동입니다. ,8
눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,"아일라 공주의 실수로 사악한 얼음 정령들이 봉인된 미러랜드의 거울호수가 열리고 탈출한 얼음 정령들은 미러랜드 밖 인간세계까지,온 세상을 꽁꽁 얼려버리려 한다. 아일라 공주는 용감한 겔다와 카이 남매를 찾아 난생처음 바깥세상으로 모험을 떠나고, 우연히 다시 만난 로렌과 해적단까지 힘을 더하지만 피할 수 없는 위험에 처한다.",10
영웅,노래도 완전 좋고 스토리도 너무 좋아요 연기를 다 어찌그래 잘하시는지 보는내내 눈물이 흘렀네요...ㅠ,10
영웅,진짜 너무 감명깊은 영화였습니다 웃고 울고ㅜㅜ집에와서도 여운이 가시지안네여,10
아바타: 물의 길,스토리는 어느정도 예상 가능하게 흘러감. 중간에 좀 졸뻔했지만 후반은 엄청 집중해서 봄. 좀 짧게 임팩트 있게했어도 더 나았을 듯 ,6
영웅,위국헌신군인본분군인은 나라를 위해 마땅히 목숨을 바쳐야한다.감사합니다..,10
올빼미,22년도 하반기 영화 중 최고였습니다....안봤으면 꼬옥 보세요 진짜 유해진 얼굴만 봐도이제 지릴 것 같아요,10
아바타: 물의 길,유치한 스팩터클,6
영웅,"어머니,아버지 그리고 남편과 함께 관람하였습니다. 평소 러닝타임 동안 영화에 집중을 잘 못하시는 어머니께서 영웅은 처음부터 끝까지 한 컷 놓치지 않으시고 관람하셨습니다. 영화가 끝나고서도 여운이 길게 남아 쉽사리 자리를 떠나지 못 하는 분위기였습니다. 마지막 장면의 글귀가 제일 기억에 남네요..당연히 지금이라도 우리들 가까이 독립된 땅에서 후손들을 바라보며 곁에서 이제는 편안하게 쉬고 계실거라 생각한 제 자신을 반성합니다..대한민국에 사는 어린아이들부터 어른들까지 잊어서는 아니 잊혀지면 안 될 가슴아픈 역사의 순간들을 영화를 통하여 다시금 일깨울 수 있는 시간을 가지시길 바랍니다. 기억하겠습니다.",10
아바타: 물의 길,재미 ㅈㄴㅇㅇ 절대보지마셈 돈 아깝고 시간 아까움 ㅋㅋ,1
더 킬러: 죽어도 되는 아이,재밌음 이런 영화가 있는줄 몰랐네요 ㅜ,10
영웅,잊지않겠습니다. 감사합니다.,10
아바타: 물의 길,굿~~~~최고입니다,10
아바타: 물의 길,....망작... 3은 안볼것같다..,2
하녀,결말이 조금 놀라우면서 뜸금없네요 ㅜ ㅜ,8
영웅,천만영화가 되길 기원합니다감동의 물결 엔차관람 합니다,10
영웅,소름끼치는 노래~뮤지컬영화 대박인듯~감동받았어요~,10
아바타: 물의 길,돌비시네마 3d로 오늘 보고 왔어요.돈이 아깝지가 않았어요. ,10
영웅,평소 뮤지컬영화를 좋아하지 않아 큰 기대하지 않고 봤는데 영화에서 노래를 들으며 느껴지는 감동이 컸습니다. 안중근 의사의 거사에 대해 다시 한 번 알게 되어서 좋았어요 꼭 보세요,10
탑건: 매버릭,늦게나마 보게되서 다행이다...최고다!!!,10
신과함께-죄와 벌,한국형 신파라고 영화자체를 낮게 치부하기에는 너무 명작 중에 명작 ,10
올빼미,기대없이 봤던 영화인데 생각보다 너무 재밌었어요. ,10
아바타: 물의 길,역시 제임스 카메룬입니다. 스킨스쿠바를 하는 저 같은 사람들에 딱 좋아할만한 아름다운 바다속 풍경을 멋지게 그렸네요.너무 멋있네요. 한번 더 봐야할 듯..,10
영웅,너무 감동적으로 봤습니다적극 추천  드립니다,10
백악관 최후의 날,완전 재밌음 평점 낮은게 이해 불가임,10
영웅,나문희 선생님의 노래에서 펑펑 울었어요 ㅠㅠ 우리나라 독립에 목숨받친 조상님들께 정말 감사하며 살아가야겠어요 ㅠㅠ,10
아바타: 물의 길,3시간이 지루하지 않을만큼 볼 거리가 많은 영화,10
자백,반전에 반전에 반전. . 100분가량이의 시간이 순식간에 지나갔다,9
아바타: 물의 길,“크아아악”사랑.상생.보호,10
아바타: 물의 길,하... 10년을 기대했는데.. 솔직히 막 지루하진 읺음.. 근데 여운과 스토리텔링과 스펙타클함이 하나도없음.. 제임스카메룬한테 처음으로 대실망한 영화.  22년 블록버스터 대충 생각나는 것중에서 나열하면 스파이더맨 &amp;gt;&amp;gt;&amp;gt;&amp;gt; 아바타2 &amp;gt;&amp;gt;&amp;gt;&amp;gt;닥스 토르 등,4
영웅,김고은 시간멈추는파트부분 알라딘 speechless 부분이랑 너무 똑같던데요ㅋㅋ 필요없을거같은 부분에서도 노래가 나와서 몰입도 좀깨지고.. 배우들 노래는 잘하는거말곤 좀 ..,5
연애의 온도,보는 내내 너생각밖에 안나더라,10
나이브스 아웃: 글래스 어니언,"1편에 비해서...,ㅜㅜ",4
영웅,정말 오랜만에 영화다운 영화본거같아요. 이런 퀄리티를 감히 영화로 봐도 되는걸까? 싶은 영화였습니다. 재미 감동 슬픔 세박자가 진심으로 완벽했어요.,10
아바타: 물의 길,재밌게 잘봤습니다!!,9
헌트,알바생들 많네 팩트만 이야기 하자 스토리 전개가 너무 부실하네 뻔한 반전,3
보디가드,휘트니 휴스턴이 다 한 영화,6
20세기 소녀,풋풋한 사랑이야기??보고나면 기분 좋아지는 영화네요,10
너의 이름은.,"최근 들어서 본 영화 중에서 최고이고 스토리의 전개방식 그리고 작화 ost가 너무나 좋고 하지만, 영화를 보다보니 끝에 마무리가 조금 아쉽습니다. 그거 빼고는 강추 드립니다",10
아바타: 물의 길,4dx강추 영상미가 내인생 최고,10
영웅,ㅜㅜㅜ 오열했습니다ㅜㅜㅜ,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",진짜 토루 죽었을 때부터 끝날때까지 계속 울었음 진짜 재미있고 그냥 스토리 레전드임 그냥 겁나 슬프고 재밌음,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",아직도 오갱끼데스까 적 일본갬성... 미세먼지 낀 듯한 영상미..난 항마력 딸려서 모르겠다 ㅋㅋㅋㅋ,2
영화는 영화다,김기덕 싫어하는데... 어쩔 수가 없는 수작.,8
라 비 앙 로즈,스토리가 좀 지루했다,6
아바타: 물의 길,3D어지러워서 못보는데... 이건 정말 대박입니다^^ 보통 앞자리 잘 안하는데 늦게예매해서 앞에서 세번째 앉았는데도 더 좋았어요 정말 환상 그 잡채 !!!,10
아바타: 물의 길,역대급 영화입니다. 3시간이 전혀 지루하지 않게 지나갔네요. 영상미가 엄청납니다.,10
아바타: 물의 길,모든 영화관람비가 동일하다는건 불공평하다는걸 아바타를 보고 느꼈습니다. 감독에게 팁을 줄 수 있다면 주고 싶은 영화. 영화기술의 성장과 현재가 2022년이라는걸 실감나게 하는 연출과 CG 디테일 ... 3시간이였지만 산호초족속과 3개월간 함께 동거동락한 기분입니다. 역대 최대의 작품,10
데시벨,영화를 발로 만들었나 근래 본 영화 중 최악 스토리도 어디서 본듯한 짜집기 배우들 연기도 겉돌아 몰입감 1도 안생김  ,1
영웅,"꼭 알아야할 역사도 되새기고, 배우들 연기 노래 다 좋았네요 눈물은 덤으로 줄줄,, ",10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",이게 뭐냐 진짜 돈만 날렸네,1
압꾸정,마요미 코믹 연기 재미없어요..,2
영웅,박진주가 의외로 최고의 캐스팅이다. 16살 소녀를 완벽하게 연기하면서 그 나이에 배우들이 부를수 없는 감성으로 노래를 부른다. 연출이 아쉬운 점은 분명 있지만 배우들의 연기와 노래가 커버함. 마지막에 흐르는 장부가는 절대 잊지 못할것같다,10
스윙키즈,"&amp;#34;빌어먹을 이념 따위&amp;#34; 이 한마디가 모든걸 설명하고, 이한마디가 내용인 영화",10
영웅,정말 리얼한 연기에 감동 또 감동,10
영웅,안중근의사의 역사적 사실을 너무도 감동적으로 묘사한 영웅~영화보는 내내 눈을 뗄수없는 명장면들과 배우들의 열연과 노래의 가사들~ 다시금 우리 역사속 열사들의 가슴뜨거운 조국사랑을 느끼게끔해주는 소중한 시간이었습니다~ 영화보고냐후 영웅 ost계속 듣고있어요~ 들을때마다 영화속 장면이  떠오르면 다시 벅차오르네요~ 정말 감동적인 명화였습니다^^,10
아바타: 물의 길,이게 재밌냐 진짜 ㅋㅋ 양키갬성,1
"나니아 연대기 - 사자, 마녀 그리고 옷장","그냥 오래된 영화인데도 불구하고CG 대박이다,,",10
아바타: 물의 길,진짜 미친 것 같다….10점만점에 100점 주고싶다.아름답고 경이롭고 환상적이다.,10
영웅,솔직히... 뮤지컬을 전문하는 배우가 아니더라도 노래들을 너무 못하고 공감성 수치심 느껴지는 부분이 너무 많아서 중간에 도망가고 싶었어요. 같이 보는 친구가 말려서 참고 봤어요. 노래 실력도 실력이지만 솔직히 이정도 밖에 못하나? 싶었어요. 누군가는 1만원에 정성화 영웅을 봐서 아깝지 않다고 하지만 저는 돈도 돈이고 시간이 너무 아까웠습니다. ,6
영웅,역시나 원작에서 말 많았던 스토리전개... 연기 하나로 커버하기엔 역부족... ,8
아바타: 물의 길,A가 납치되면 B가 들어가고 다시 C가 들어가고A가나오면 다시들어가고제대로된 스토리가 없다,5
영웅,노래도 좋고 연기도 좋고 ,10
시,미자가 시상을 적던 노트에는 오백만원을 요구하는 글귀를 적게된다. 미자는 삶의 앞에 놓인 것들을 사과처럼 고스란히 직면하고 아파한다. 그녀는 죽은 소녀의 발자취를 따라가보고 소녀의 엄마를 만나며 아파한다. 그냥 먹는것이라 치부했던 사과를 결국 자세히 직면하고 마주하고 살아낸 그녀는 시를 완성하게 된다.,10
영웅,올해 본 최고의 영화 지나온 역사에 대한 감동과 감사를 되새길 수 있는 영화 안중근 열사님과 다른 독립운동가를 딱딱하지 않게 파고들 수 있는 영화! 한국인이라면 꼭.. 봐야 할 영화라고 생각합니다!,10
영웅,처음 리뷰쓴다 최고입니다,10
아바타: 물의 길,여기 리뷰들 다 알바쓰나?욜만에 극장에서 졸았다,6
아바타: 물의 길,첫째로써 첫째의 서러움을 느끼며 울었음..,10
